dataset,Metric,test metric,mlflow_run_name,mlflow_run_id,mlflow_run_status,Seed,experiment_id,experiment_name,index,batch_size,lr,decoder,backbone,early_stop_patience,n_trials,partition_name,data_percentages,batch_size_selection,weight_decay,partition name,frozen_or_full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.2260576784610748,dynamic_earthnet_1829,2dcb2e48e9574af1ab74c71bdcdfcbd2,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,0.0009966560079596,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2350696772336959,dynamic_earthnet_205,7f556a462ddb4d2381fcc1ef74a87c51,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,0.0009966560079596,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.3249340057373047,dynamic_earthnet_2007,9a2a945914ee4db3a3f68f3d62de2c88,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,0.0009966560079596,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5417925715446472,forestnet_205,1271a782032d4eddb3c5dbb754df843a,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0003280539410339,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5498489141464233,forestnet_2254,7a9961abbfb646dda30d026b4b0678c5,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0003280539410339,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5760322213172913,forestnet_913,9351728716e946fdb28fe55721eae7c0,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0003280539410339,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5427995920181274,forestnet_1829,96c1a149f97b45f3883cd2aacb9e7fa1,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0003280539410339,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5468277931213379,forestnet_2007,cc3cc391f2fe4d71b8680eb1a58d3bde,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0003280539410339,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8497588634490967,spacenet2_205,1b6392ae3be8485d8d2a43464414db6a,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0001118841998284,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.849460244178772,spacenet2_2007,bbb94dd4c1164a10bf95532e7259962e,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0001118841998284,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8462137579917908,spacenet2_913,bcf9e802171c43a3b9b0dade4119c488,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0001118841998284,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8474072217941284,spacenet2_1829,c5b756be4cb04a88a58b03227d640421,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0001118841998284,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet2,Multiclass_Jaccard_Index,0.8501166105270386,spacenet2_2254,ebca2892a17f43bbbc4be092cf79f351,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0001118841998284,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5593553781509399,fotw_2254,69d05801190343be855d62dc46ab8289,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,8.941443024737322e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5617944002151489,fotw_913,738b8113b17e4e23b60d6a00ef2209e0,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,8.941443024737322e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5610634088516235,fotw_205,9d868d96fad74024a2e1fce033c798b4,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,8.941443024737322e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5609779357910156,fotw_2007,acc9cd8e975c42448c2ae199aec19a4a,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,8.941443024737322e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
fotw,Multiclass_Jaccard_Index,0.5595077276229858,fotw_1829,fa2f9e5ba7834830b0a5256c1003919d,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,8.941443024737322e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.6414406299591064,caffe_205,0b4385f2584841d2b26b7ae51dc742a4,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,2.7472953159607978e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.6465920805931091,caffe_913,2c997d8e97aa436aaa8778274b1cda9c,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,2.7472953159607978e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.6374691724777222,caffe_2007,4f47ef7c35d748f28be87677847c5b95,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,2.7472953159607978e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.6342044472694397,caffe_1829,95c9382a1f934513bb487d16364cc2a6,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,2.7472953159607978e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
caffe,Multiclass_Jaccard_Index,0.6344443559646606,caffe_2254,b04b0d766c5b4f669d4f689d1026c018,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,2.7472953159607978e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.7609494924545288,burn_scars_2254,15cc8af0d49c401d830a590e780945eb,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,3.630925148316092e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.7615773677825928,burn_scars_1829,2b57f5fde45a400a9a792cafeef00d7e,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,3.630925148316092e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.7565691471099854,burn_scars_913,2f86cda939bd4caca6de6f454897674b,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,3.630925148316092e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.7499315738677979,burn_scars_205,35cd2078b6154010aef43d967fe17497,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,3.630925148316092e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
burn_scars,Multiclass_Jaccard_Index,0.7550506591796875,burn_scars_2007,c55623aebb6d4797abbab0bb660920ee,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,16,3.630925148316092e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2703508734703064,pastis_1829,1177dd4d85bd4434948208a9ba099d6e,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0008212728245371,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2850832641124725,pastis_913,7588d73b3b034107926552f3c11e7714,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0008212728245371,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.266758918762207,pastis_205,92f0d2dcd69b412d85db0d5b706a565c,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0008212728245371,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2757139801979065,pastis_2007,982f65a3ffb245b496df2fa66d761ccc,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0008212728245371,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
pastis,Multiclass_Jaccard_Index,0.2656751573085785,pastis_2254,cfcc4d5d1dbf479f8ea34773e6850810,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.0008212728245371,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6763214468955994,benv2_205,0a8b96ece2d54c37ac2d08227d7462aa,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002246211406382,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6725024580955505,benv2_2007,13487b52bd204a4586bc36b5b41a8124,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002246211406382,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6724087595939636,benv2_913,37869dc630c5437f99db068203872ec4,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002246211406382,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6757493019104004,benv2_2254,bedff491a9b34a6da3b2f303ff7d65c5,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002246211406382,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
benv2,Multilabel_F1_Score,0.6714460849761963,benv2_1829,f6b9e90877854c71ba0ed78f22d50621,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002246211406382,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.645125150680542,kuro_siwo_205,76b8a26cc20949c4b45bd419251a5007,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,3.85645308689612e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.6426659822463989,kuro_siwo_2007,84b3e4ec7e714ff5840849cc8e3c8c3d,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,3.85645308689612e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.6024935841560364,kuro_siwo_913,a72050aa7b734555a77d89870c3c1dd6,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,3.85645308689612e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.5548192262649536,kuro_siwo_1829,d4e430a9f6684e2bbfe42642ca123d02,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,3.85645308689612e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
kuro_siwo,Multiclass_Jaccard_Index,0.635450005531311,kuro_siwo_2254,fbd22d855b1c49a985ffdd48a040f044,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,3.85645308689612e-05,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5773689150810242,spacenet7_205,009fb4290ace4491b6e1d98cb633b289,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002161092052324,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5762639045715332,spacenet7_1829,9b458835a29b4a35a3b7ee4be318f6d8,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002161092052324,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5694238543510437,spacenet7_2254,9e7a4b01a58e41208fa683f1cc9d7a89,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002161092052324,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5755071043968201,spacenet7_2007,b5a587d79d80491ba865ffa0dd943119,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002161092052324,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
spacenet7,Multiclass_Jaccard_Index,0.5631945729255676,spacenet7_913,ddd0656572c44096b94b1531d6df44fd,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002161092052324,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.4880279302597046,flair2_1829,639bfe2c148e43f9b2a7c3259e3c8f7e,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002571600095856,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.4865437150001526,flair2_2007,651adfa593ff467599319ef511866991,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002571600095856,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.4939976334571838,flair2_2254,7ae0cc2e2b8e4ecd93c97b2c84deb995,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002571600095856,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.4720195829868316,flair2_913,ae25a1d58e384ca58644c500c046a388,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002571600095856,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
flair2,Multiclass_Jaccard_Index,0.4934449195861816,flair2_205,c4623c3c70684ad2b31afb5c17ced22e,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0002571600095856,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.9509428160390144,biomassters_2007,278002881ce74834a6558da8785094fc,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0001704977736859,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.950910628782172,biomassters_2254,519d8d5b41144eca8f6069fad7474867,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0001704977736859,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.9506558649991624,biomassters_1829,9eb30f3fac0f4548b4ffa96664f05e9d,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0001704977736859,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.9508219672794797,biomassters_205,a6c44666126c4b4695af5a5aab869d5e,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0001704977736859,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
biomassters,RMSE,0.950700078513408,biomassters_913,bb09ef908cf34e2993a5105603a5bae6,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,8,0.0001704977736859,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.5943204760551453,so2sat_1829,104a454d31d940fdb4c6c483803c3533,FINISHED,1829,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.000301125521832,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.6004056930541992,so2sat_205,344f0250e4f84366a49575db3ff360a5,FINISHED,205,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.000301125521832,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.6034482717514038,so2sat_2254,58807e9553ca4646a297c8aef4fcae9f,FINISHED,2254,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.000301125521832,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.5993914604187012,so2sat_913,7037f747e9ff46bca7f85e95c5a1b895,FINISHED,913,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.000301125521832,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
so2sat,Overall_Accuracy,0.6064908504486084,so2sat_2007,d0b75d2b9e4f400ab500a0b9155348e3,FINISHED,2007,737026757421248203,final_ablation_frozen_dofa_large_patch16_224,0,32,0.000301125521832,UNet,dofa_large_patch16_224,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.5391522645950317,treesatai_2254,31936a066ee94ff0a3f2f8d0e1886d73,FINISHED,2254,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0002326451825098,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.5327861309051514,treesatai_1829,3d4d8d2d8b344d349c3b2dd6de999cb0,FINISHED,1829,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0002326451825098,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.5391799807548523,treesatai_913,9220b6f106f44477b85a6f6d5e40fce2,FINISHED,913,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0002326451825098,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.5371889472007751,treesatai_2007,976486e2ab474cceb0863f7a0c873ed7,FINISHED,2007,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0002326451825098,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
treesatai,Multilabel_F1_Score,0.5409575700759888,treesatai_205,b21043a244744ce3a4f56ff5aaa3820c,FINISHED,205,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0002326451825098,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.5885834693908691,cloudsen12_205,0a5b87f1414e476585a0e3acfe85c191,FINISHED,205,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,2.199425058320085e-05,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.5883509516716003,cloudsen12_2007,3578f6a3613f4ba08c22c6243ce66e4b,FINISHED,2007,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,2.199425058320085e-05,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.5662493109703064,cloudsen12_2254,6104ea1a19764fe2a2511869170db5aa,FINISHED,2254,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,2.199425058320085e-05,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.5821516513824463,cloudsen12_1829,7cffb293d8ff4e6e98ef7fd424e39f7c,FINISHED,1829,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,2.199425058320085e-05,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
cloudsen12,Multiclass_Jaccard_Index,0.5914415121078491,cloudsen12_913,fd9af3356e7b49beb6d40d59988e6a0f,FINISHED,913,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,2.199425058320085e-05,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2031207531690597,dynamic_earthnet_205,08c586720f6c492fae65ca79e045374a,FINISHED,205,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0005356782449478,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2522399425506592,dynamic_earthnet_2007,63a4c503cffa478a87aa18467f66a625,FINISHED,2007,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0005356782449478,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2320176661014557,dynamic_earthnet_913,8e71f94ee7094eaf96189a2d71699aba,FINISHED,913,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0005356782449478,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.2251571416854858,dynamic_earthnet_2254,c440be84faf34464b85360e604141b24,FINISHED,2254,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0005356782449478,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
dynamic_earthnet,Multiclass_Jaccard_Index,0.224906250834465,dynamic_earthnet_1829,e734f647ea364295990943390b3ac5b7,FINISHED,1829,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0005356782449478,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
forestnet,Overall_Accuracy,0.5377643704414368,forestnet_1829,3912471eec8b4438b6909fea4643d640,FINISHED,1829,395716709975141805,final_ablation_frozen_convnext_xlarge_fb_in22k,0,16,0.0005085330888804,UNet,convnext_xlarge_fb_in22k,10,16,default,100,HPO,0.01,100%,frozen
