dataset,Metric,test metric,mlflow_run_name,mlflow_run_id,mlflow_run_status,Seed,experiment_id,experiment_name,index,batch_size,lr,decoder,backbone,early_stop_patience,n_trials,partition_name,data_percentages,batch_size_selection,weight_decay,partition name,frozen_or_full_ft
dynamic_earthnet,Multiclass_Jaccard_Index,0.3165871500968933,dynamic_earthnet_913,f09a0b7ead7d40918d715f7286cf2001,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,8,0.0001225410111414,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5438066720962524,forestnet_2007,4d6bcb60f3d641a89bc6c1de9b92ff27,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,16,7.529707471348659e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5548841953277588,forestnet_205,4f531a7701dc4b2cbd52d6a45e5421f9,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,16,7.529707471348659e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5518630146980286,forestnet_1829,9785e60235e947e384dec4fc3d7d6770,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,16,7.529707471348659e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5417925715446472,forestnet_913,b223f3941d494872980ff3befd0c8b93,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,16,7.529707471348659e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
forestnet,Overall_Accuracy,0.5709969997406006,forestnet_2254,cc43ff06c90e4a00aedf53dde37fe8b4,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,16,7.529707471348659e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8707944750785828,spacenet2_2254,752b0a638ce9427f9b3fbad0b3d3892b,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.5596487626570115e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8679686188697815,spacenet2_205,9b77ff78cb0b45c085ce433239bf391d,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.5596487626570115e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.868889570236206,spacenet2_2007,c8191395b80f455099bb26301dd0f888,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.5596487626570115e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8709847927093506,spacenet2_1829,f3cf167614db49f1887353607ff0adab,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.5596487626570115e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet2,Multiclass_Jaccard_Index,0.8698230981826782,spacenet2_913,fe23665c5bfb47ad8a8082ef00ec9e34,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.5596487626570115e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5704560279846191,fotw_2254,34410287f59b41e39c0bd8bba66129f7,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,32,8.128380314143639e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5707604885101318,fotw_1829,5f876fe2f93f4c798d4ae1a8cab0e438,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,32,8.128380314143639e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5685666799545288,fotw_205,622e20a7dcf844f8a90073f8495aa4ec,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,32,8.128380314143639e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5764850378036499,fotw_913,62bdc75f599a42688f836dddda074c3f,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,32,8.128380314143639e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
fotw,Multiclass_Jaccard_Index,0.5762674808502197,fotw_2007,8fb093eed1594b93888c9321ea6f5d99,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,32,8.128380314143639e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6207649111747742,caffe_2007,43c6708d451c4ca4bcfec193f889d855,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,8,8.979909406203737e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6483673453330994,caffe_205,45b92a6aca2a45b69a2a914d1e8dfe65,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,8,8.979909406203737e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6169370412826538,caffe_2254,71384199fef54e389d97a5aa9df05c24,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,8,8.979909406203737e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6701884269714355,caffe_913,94f135f67e9b4115a1e21d9368900c4d,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,8,8.979909406203737e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
caffe,Multiclass_Jaccard_Index,0.6350060105323792,caffe_1829,cea6958e29654faeb171394d1b426f7c,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,8,8.979909406203737e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8865088224411011,burn_scars_1829,47ef0e9e50574d4193f047b61fa419af,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.860940083914165e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8995709419250488,burn_scars_2007,4cdd7cb0a402479cbd309863d0d1709f,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.860940083914165e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8901950120925903,burn_scars_913,87d867e03ed74dd9aa50a64920eca51b,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.860940083914165e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8866046667098999,burn_scars_205,8ace465629784870918db6887da14778,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.860940083914165e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
burn_scars,Multiclass_Jaccard_Index,0.8964208960533142,burn_scars_2254,d2ef7358586449f3b5c8745c80cb42d2,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,32,1.860940083914165e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3643054366111755,pastis_3828,175c080fbf164875b9eb0755b26d1a85,FINISHED,3828,602968560747083429,final_main_dofa_large_patch16_224,0,16,0.0001772335383556,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3606434166431427,pastis_4498,843693ed0acf4446b609c367e8486bab,FINISHED,4498,602968560747083429,final_main_dofa_large_patch16_224,0,16,0.0001772335383556,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.373330682516098,pastis_3994,a8f6992888884b3fbb798642ed9d4223,FINISHED,3994,602968560747083429,final_main_dofa_large_patch16_224,0,16,0.0001772335383556,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3611724972724914,pastis_4959,d56fe442d7494230ae309402f4e980ed,FINISHED,4959,602968560747083429,final_main_dofa_large_patch16_224,0,16,0.0001772335383556,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
pastis,Multiclass_Jaccard_Index,0.3584975600242615,pastis_2138,e7050f80f2a043628e3ac34fe600f90f,FINISHED,2138,602968560747083429,final_main_dofa_large_patch16_224,0,16,0.0001772335383556,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7438075542449951,benv2_2007,0b48b11457214766ba7f73274f3ab6ae,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,8,1.8432765430149102e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.746505856513977,benv2_1829,5386f90e29804fa285c408ad8caf0aca,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,8,1.8432765430149102e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7387846112251282,benv2_2254,59bdca639654431597ca6ee7e1b7e0a7,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,8,1.8432765430149102e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7331004738807678,benv2_205,b17277691f384aa19b68b6027f6585a3,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,8,1.8432765430149102e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
benv2,Multilabel_F1_Score,0.7418051958084106,benv2_913,d7b9751ad6a54accaf2eaf9b92bb8837,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,8,1.8432765430149102e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5852291584014893,spacenet7_1829,20621f87303540459bfdd532a776a22d,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,16,6.896963289323795e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5895407795906067,spacenet7_2007,4eecaa23d018446aacf10a46ba9fc68f,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,16,6.896963289323795e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5664384365081787,spacenet7_913,933a40f9d02f481bbdf40327e922d24a,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,16,6.896963289323795e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5767611861228943,spacenet7_205,a971911204de4355bcd98dcd0e24ef42,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,16,6.896963289323795e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
spacenet7,Multiclass_Jaccard_Index,0.5797898769378662,spacenet7_2254,f4ced3e0f6ae4199b4e8cea45c7a154a,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,16,6.896963289323795e-05,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5243004560470581,flair2_1829,175928a05cc34d54bf95b6582d9af28a,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,8,6.8882846462248425e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5314410328865051,flair2_913,57dae9985db04f4595cf3975759a86a5,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,8,6.8882846462248425e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5262851715087891,flair2_2254,66efe7141914457abc40f48d003a2eef,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,8,6.8882846462248425e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5236417651176453,flair2_205,6bf6974e97614498bf62b94dd59b3297,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,8,6.8882846462248425e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
flair2,Multiclass_Jaccard_Index,0.5276963710784912,flair2_2007,d57653ff21014f0891e061cfdf6740cc,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,8,6.8882846462248425e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.6237322688102722,so2sat_205,1c9fbeded1774ffa8967e5f05bace4cb,FINISHED,205,602968560747083429,final_main_dofa_large_patch16_224,0,32,7.704775944514587e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.6277890205383301,so2sat_2007,233e7095159142dc839ac2274e9fa407,FINISHED,2007,602968560747083429,final_main_dofa_large_patch16_224,0,32,7.704775944514587e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.6135902404785156,so2sat_2254,5923296a78184290b94ea7b2f27bd6e5,FINISHED,2254,602968560747083429,final_main_dofa_large_patch16_224,0,32,7.704775944514587e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.6085192561149597,so2sat_913,7c3a1ffccf14403cbe16645f37f7a52e,FINISHED,913,602968560747083429,final_main_dofa_large_patch16_224,0,32,7.704775944514587e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
so2sat,Overall_Accuracy,0.6004056930541992,so2sat_1829,918f557298d54fe7a8b51b4998c006d2,FINISHED,1829,602968560747083429,final_main_dofa_large_patch16_224,0,32,7.704775944514587e-06,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9558932320251284,biomassters_205,18a3169412e648159ba6a0329eda4892,FINISHED,205,744656354097600381,final_main_dofa_large_patch16_224,0,32,0.0001600422501584,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9561515885579914,biomassters_913,264415783a664a0780da1e88a91fce93,FINISHED,913,744656354097600381,final_main_dofa_large_patch16_224,0,32,0.0001600422501584,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9563273420989667,biomassters_2254,8214cbc3006148499bf9b4d7a04135b1,FINISHED,2254,744656354097600381,final_main_dofa_large_patch16_224,0,32,0.0001600422501584,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9562463463899084,biomassters_2007,e0049a87b64044f4b0f78a00dfff7864,FINISHED,2007,744656354097600381,final_main_dofa_large_patch16_224,0,32,0.0001600422501584,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.955642991325092,biomassters_1829,e811b895b9524bcf91623cfd9d1d2782,FINISHED,1829,744656354097600381,final_main_dofa_large_patch16_224,0,32,0.0001600422501584,UNet,dofa_large_patch16_224,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9573879029464148,biomassters_2007,1036c854e21d4f1c8a733ce8732aef4c,FINISHED,2007,255611966290211098,final_main_clay_v1_base,0,8,0.0001510693802786,UNet,clay_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9575604343580482,biomassters_205,3619b9b9de7a4d4ba80605b72c0eaf9a,FINISHED,205,255611966290211098,final_main_clay_v1_base,0,8,0.0001510693802786,UNet,clay_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.9575122120913346,biomassters_2254,4d7f37d3b0ea4eaa8b842bf92c2332a6,FINISHED,2254,255611966290211098,final_main_clay_v1_base,0,8,0.0001510693802786,UNet,clay_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.957540802816482,biomassters_913,749f5759aec34b6bb5d54845357e3a50,FINISHED,913,255611966290211098,final_main_clay_v1_base,0,8,0.0001510693802786,UNet,clay_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
biomassters,RMSE,0.957558218198665,biomassters_1829,e705392713f9476d84d260d9cca94eac,FINISHED,1829,255611966290211098,final_main_clay_v1_base,0,8,0.0001510693802786,UNet,clay_v1_base,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6082392334938049,treesatai_2007,033840637b5b413e98c8c4a93c354a16,FINISHED,2007,450828154493670864,final_main_terramind_v1_large,0,8,1.884527322686325e-05,UNet,terramind_v1_large,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6026829481124878,treesatai_1829,07316201f3c74ad686d396651fd15b4c,FINISHED,1829,450828154493670864,final_main_terramind_v1_large,0,8,1.884527322686325e-05,UNet,terramind_v1_large,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6134301424026489,treesatai_913,88a1381a6edc457c8c68f0e79a0f8c56,FINISHED,913,450828154493670864,final_main_terramind_v1_large,0,8,1.884527322686325e-05,UNet,terramind_v1_large,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6063681840896606,treesatai_205,9ce93db3dbf747a2946ffa5636242e0c,FINISHED,205,450828154493670864,final_main_terramind_v1_large,0,8,1.884527322686325e-05,UNet,terramind_v1_large,10.0,16,default,100,HPO,0.01,100%,full_ft
treesatai,Multilabel_F1_Score,0.6038383841514587,treesatai_2254,fef3efd9ec8c4e51ab53f57a5679d62d,FINISHED,2254,450828154493670864,final_main_terramind_v1_large,0,8,1.884527322686325e-05,UNet,terramind_v1_large,10.0,16,default,100,HPO,0.01,100%,full_ft
