dataset,Metric,experiment_name,partition name,backbone,decoder,batch_size_selection,early_stop_patience,n_trials,Seed,data_percentages,batch_size,weight_decay,lr,test metric
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1448,100%,32,0.0028238171171985,0.0009324538851647,0.3234341442584991
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,584,100%,32,0.0028238171171985,0.0009324538851647,0.3291504979133606
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1031,100%,32,0.0028238171171985,0.0009324538851647,0.3228558301925659
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2751,100%,32,0.0028238171171985,0.0009324538851647,0.3260976672172546
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3898,100%,32,0.0028238171171985,0.0009324538851647,0.3153356313705444
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1970,100%,32,0.0028238171171985,0.0009324538851647,0.3248571753501892
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,96,100%,32,0.0028238171171985,0.0009324538851647,0.3324618935585022
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2531,100%,32,0.0028238171171985,0.0009324538851647,0.3320326507091522
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2268,100%,32,0.0028238171171985,0.0009324538851647,0.315716028213501
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3222,100%,32,0.0028238171171985,0.0009324538851647,0.3328837752342224
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,199,100%,8,0.0635019082538137,0.0001077432627767,0.933402419090271
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,4121,100%,8,0.0635019082538137,0.0001077432627767,0.9397921562194824
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2249,100%,8,0.0635019082538137,0.0001077432627767,0.9408209323883056
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3809,100%,8,0.0635019082538137,0.0001077432627767,0.938472330570221
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,85,100%,8,0.0635019082538137,0.0001077432627767,0.939550518989563
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,780,100%,8,0.0635019082538137,0.0001077432627767,0.939792811870575
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1094,100%,8,0.0635019082538137,0.0001077432627767,0.9387277364730836
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2316,100%,8,0.0635019082538137,0.0001077432627767,0.938027560710907
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2244,100%,8,0.0635019082538137,0.0001077432627767,0.935537576675415
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1350,100%,8,0.0635019082538137,0.0001077432627767,0.9421088695526124
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1511,100%,8,0.1162518746995334,0.0009977774835077,0.9161623120307922
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2020,100%,8,0.1162518746995334,0.0009977774835077,0.7651582956314087
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2860,100%,8,0.1162518746995334,0.0009977774835077,0.7665423154830933
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3835,100%,8,0.1162518746995334,0.0009977774835077,0.9021945595741272
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1192,100%,8,0.1162518746995334,0.0009977774835077,0.9094558954238892
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2281,100%,8,0.1162518746995334,0.0009977774835077,0.890521228313446
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1968,100%,8,0.1162518746995334,0.0009977774835077,0.7655184268951416
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,218,100%,8,0.1162518746995334,0.0009977774835077,0.7658498883247375
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2115,100%,8,0.1162518746995334,0.0009977774835077,0.8599324226379395
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3423,100%,8,0.1162518746995334,0.0009977774835077,0.9091439843177797
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2509,100%,8,0.0983399202983907,0.0009153563094797,0.5734111666679382
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3987,100%,8,0.0983399202983907,0.0009153563094797,0.559952974319458
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3921,100%,8,0.0983399202983907,0.0009153563094797,0.5713885426521301
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,47,100%,8,0.0983399202983907,0.0009153563094797,0.5674113631248474
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,585,100%,8,0.0983399202983907,0.0009153563094797,0.5748375654220581
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2217,100%,8,0.0983399202983907,0.0009153563094797,0.570099949836731
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,288,100%,8,0.0983399202983907,0.0009153563094797,0.5726335048675537
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,4135,100%,8,0.0983399202983907,0.0009153563094797,0.5661790370941162
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3220,100%,8,0.0983399202983907,0.0009153563094797,0.5695707201957703
neontree,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1504,100%,8,0.0983399202983907,0.0009153563094797,0.5611818432807922
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,515,100%,16,0.2992355570741097,0.0005669541997516,0.8232710361480713
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1577,100%,16,0.2992355570741097,0.0005669541997516,0.8244178295135498
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2509,100%,16,0.2992355570741097,0.0005669541997516,0.8250547647476196
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1281,100%,16,0.2992355570741097,0.0005669541997516,0.8269679546356201
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2456,100%,16,0.2992355570741097,0.0005669541997516,0.8278542160987854
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,2575,100%,16,0.2992355570741097,0.0005669541997516,0.8266293406486511
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,4495,100%,16,0.2992355570741097,0.0005669541997516,0.8163466453552246
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,3347,100%,16,0.2992355570741097,0.0005669541997516,0.8090845346450806
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,1611,100%,16,0.2992355570741097,0.0005669541997516,0.8216108083724976
nz_cattle,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_decur_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_decur,smp_Unet,optimized,50,16,4208,100%,16,0.2992355570741097,0.0005669541997516,0.8205042481422424
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,799,100%,32,0.0845698013691995,7.095358602186485e-05,0.7135563492774963
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,339,100%,32,0.0845698013691995,7.095358602186485e-05,0.7104905843734741
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,4739,100%,32,0.0845698013691995,7.095358602186485e-05,0.688521146774292
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,4036,100%,32,0.0845698013691995,7.095358602186485e-05,0.7167086601257324
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,3312,100%,32,0.0845698013691995,7.095358602186485e-05,0.715383768081665
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,2740,100%,32,0.0845698013691995,7.095358602186485e-05,0.7025712728500366
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,3843,100%,32,0.0845698013691995,7.095358602186485e-05,0.6929353475570679
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,4613,100%,32,0.0845698013691995,7.095358602186485e-05,0.7135555744171143
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,2118,100%,32,0.0845698013691995,7.095358602186485e-05,0.7066311836242676
chesapeake,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,1998,100%,32,0.0845698013691995,7.095358602186485e-05,0.7069718241691589
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,1273,100%,32,0.3169093481136426,0.0002803700277342,0.331969290971756
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,4369,100%,32,0.3169093481136426,0.0002803700277342,0.3571399450302124
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,4295,100%,32,0.3169093481136426,0.0002803700277342,0.3499228954315185
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,3719,100%,32,0.3169093481136426,0.0002803700277342,0.3375613093376159
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,4980,100%,32,0.3169093481136426,0.0002803700277342,0.3444221615791321
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,3926,100%,32,0.3169093481136426,0.0002803700277342,0.3480183482170105
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,523,100%,32,0.3169093481136426,0.0002803700277342,0.3338068127632141
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,3132,100%,32,0.3169093481136426,0.0002803700277342,0.3421605825424194
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,268,100%,32,0.3169093481136426,0.0002803700277342,0.3521450757980346
sa_crop_type,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,1294,100%,32,0.3169093481136426,0.0002803700277342,0.3380949795246124
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,2853,100%,32,0.2806807709516379,0.0001561962879473,0.9402685165405272
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,921,100%,32,0.2806807709516379,0.0001561962879473,0.935638189315796
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,2885,100%,32,0.2806807709516379,0.0001561962879473,0.9274752140045166
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,1833,100%,32,0.2806807709516379,0.0001561962879473,0.9409592151641846
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,2434,100%,32,0.2806807709516379,0.0001561962879473,0.942594826221466
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,4523,100%,32,0.2806807709516379,0.0001561962879473,0.9272408485412598
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,1074,100%,32,0.2806807709516379,0.0001561962879473,0.9365390539169312
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,2695,100%,32,0.2806807709516379,0.0001561962879473,0.9388547539711
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,3339,100%,32,0.2806807709516379,0.0001561962879473,0.9340709447860718
pv4ger_seg,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,778,100%,32,0.2806807709516379,0.0001561962879473,0.9414107799530028
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,391,100%,8,0.1872029616850694,0.0001583623070717,0.8811582922935486
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,125,100%,8,0.1872029616850694,0.0001583623070717,0.7500208616256714
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,1471,100%,8,0.1872029616850694,0.0001583623070717,0.7552796006202698
cashew,Multiclass_Jaccard_Index,early_stopping_50_data_100_perc_ssl4eos12_resnet50_sentinel2_all_dino_smp_unet,1.00x train,ssl4eos12_resnet50_sentinel2_all_dino,smp_Unet,optimized,50,16,185,100%,8,0.1872029616850694,0.0001583623070717,0.7548510432243347
